FID,id,vejkode,vejnavn,park_id,bydel,stativ_type,stativ_placering,stativ_udformning,cykler_retning,antal_pladser,stativ_tilstand,stativ_ejer,stativ_foto,bemaerkning,reg_metode,reg_dato,rettet_dato,budget,projekt,faerdigmelding,projektbeskrivelse,stativ_fjernet,wkb_geometry
cykelstativ.97,2041,0108,Amagerbrogade,0,Amager Øst,Model 32,På facade,Enkeltsidet,Skråt 45 grader,8,Ikke registreret,Privat,,,Indmålt med GPS,2001-08-21T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.612566609451545 55.650939375438675)
cykelstativ.98,2777,0108,Amagerbrogade,0,Amager Øst,Noli,På fortovsudvidelse,Dobbeltsidet,Vinkelret,2,Ikke registreret,Ikke registreret,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (12.601480424352243 55.66352757082601)
cykelstativ.99,2776,0108,Amagerbrogade,0,Amager Øst,Noli,På fortovsudvidelse,Dobbeltsidet,Vinkelret,2,Ikke registreret,Ikke registreret,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (12.60155013202049 55.66357044868735)
cykelstativ.100,2774,0108,Amagerbrogade,0,Amager Øst,Noli,På fortovsudvidelse,Dobbeltsidet,Vinkelret,2,Ikke registreret,Ikke registreret,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (12.601943383866317 55.66310380322509)
cykelstativ.101,2773,0108,Amagerbrogade,0,Amager Øst,Noli,På fortovsudvidelse,Dobbeltsidet,Vinkelret,2,Ikke registreret,Ikke registreret,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (12.602065814401383 55.66306830468894)
cykelstativ.102,7902,0108,Amagerbrogade,,Amager Vest,Noli,På fortovsudvidelse,Enkeltsidet,Vinkelret,10,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2019-08-05T14:33:32.549,,,,,,2,POINT (12.59918448149113 55.665973539727055)
cykelstativ.103,7901,0108,Amagerbrogade,,Amager Vest,Noli,På fortovsudvidelse,Enkeltsidet,Vinkelret,10,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2019-08-05T14:33:32.549,,,,,,2,POINT (12.598987528933112 55.66621321458366)
cykelstativ.104,7899,0108,Amagerbrogade,,Amager Vest,Noli,På fortovsudvidelse,Enkeltsidet,Vinkelret,10,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2019-08-05T14:33:32.549,,,,,,2,POINT (12.598737555748698 55.6663554295153)
cykelstativ.105,7898,0108,Amagerbrogade,,Amager Vest,Noli,På fortovsudvidelse,Enkeltsidet,Vinkelret,10,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2019-08-05T14:33:32.549,,,,,,2,POINT (12.598396851459738 55.66641780208893)
cykelstativ.106,7897,0108,Amagerbrogade,,Amager Vest,Noli,På fortovsudvidelse,Enkeltsidet,Vinkelret,10,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2019-08-05T14:33:32.549,,,,,,2,POINT (12.598264819533911 55.66654265926604)
cykelstativ.107,7895,0108,Amagerbrogade,,Amager Øst,Noli,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2019-08-05T14:33:32.549,2019-08-05T14:46:13.881,,,,,2,POINT (12.597848928519577 55.66696455817943)
cykelstativ.108,7894,0108,Amagerbrogade,,Amager Øst,Noli,På fortovsudvidelse,Enkeltsidet,Vinkelret,10,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2019-08-05T14:33:32.549,,,,,,2,POINT (12.597998414074883 55.66709997540585)
cykelstativ.109,7893,0108,Amagerbrogade,,Amager Øst,Noli,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2019-08-05T14:33:32.549,,,,,,2,POINT (12.597750048813115 55.66707915765372)
cykelstativ.110,7892,0108,Amagerbrogade,,Amager Øst,Noli,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2019-08-05T14:33:32.549,,,,,,2,POINT (12.597605045846075 55.66722807492202)
cykelstativ.111,7891,0108,Amagerbrogade,,Amager Øst,Noli,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2019-08-05T14:33:32.549,,,,,,2,POINT (12.597807160945706 55.66729158111583)
cykelstativ.112,7890,0108,Amagerbrogade,,Amager Øst,Noli,På fortovsudvidelse,Enkeltsidet,Vinkelret,10,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2019-08-05T14:33:32.549,,,,,,2,POINT (12.597620701840633 55.667488020411355)
cykelstativ.113,7889,0108,Amagerbrogade,,Amager Øst,Noli,På fortovsudvidelse,Enkeltsidet,Vinkelret,10,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2019-08-05T14:33:32.549,,,,,,2,POINT (12.597479782828293 55.6673567183425)
cykelstativ.114,7888,0108,Amagerbrogade,,Amager Øst,Noli,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2019-08-05T14:33:32.549,,,,,,2,POINT (12.597414806052317 55.66742344823564)
cykelstativ.115,7887,0108,Amagerbrogade,,Amager Øst,Noli,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2019-08-05T14:33:32.549,,,,,,2,POINT (12.597240718976398 55.66759839562913)
cykelstativ.116,7886,0108,Amagerbrogade,,Amager Øst,Noli,På fortovsudvidelse,Enkeltsidet,Vinkelret,10,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2019-08-05T14:33:32.549,,,,,,2,POINT (12.59718865222477 55.66764991198596)
cykelstativ.117,7885,0108,Amagerbrogade,,Amager Øst,Noli,På fortovsudvidelse,Enkeltsidet,Vinkelret,10,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2019-08-05T14:33:32.549,,,,,,2,POINT (12.597122628638422 55.66771523741884)
cykelstativ.118,2770,0108,Amagerbrogade,0,Amager Vest,Noli,På fortov,Enkeltsidet,Vinkelret,2,Ikke registreret,Offentligt,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (12.605604212099243 55.65983502658134)
cykelstativ.119,1995,0110,Amagerbro Torv,0,Amager Øst,NO,På plads,Enkeltsidet,Vinkelret,15,Ikke registreret,Ikke registreret,,,Ikke registreret,2009-06-01T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.60292834871289 55.66328166076273)
cykelstativ.120,1994,0110,Amagerbro Torv,0,Amager Øst,NO,På plads,Enkeltsidet,Vinkelret,15,Ikke registreret,Ikke registreret,,,Ikke registreret,2009-06-01T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.60286933160961 55.663330135762486)
cykelstativ.121,1881,0112,Amagerfælledvej,0,Amager Vest,Smedemodel,Tæt på facade,Enkeltsidet,Skråt 45 grader,15,Ikke registreret,Privat,,,Indmålt med GPS,2001-07-24T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.593852431406633 55.661631337152905)
cykelstativ.122,2056,0120,Amager Strandvej,0,Amager Øst,Model 32,På fortovsudvidelse,Enkeltsidet,Vinkelret,32,Ikke registreret,Offentligt,,,Ikke registreret,2004-08-24T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.636552449517891 55.65735575795273)
cykelstativ.123,2717,0120,Amager Strandvej,0,Amager Øst,Andet,På plads,Enkeltsidet,Vinkelret,10,Ikke registreret,Offentligt,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (12.6332858208343 55.660700172749614)
cykelstativ.124,2718,0120,Amager Strandvej,0,Amager Øst,Andet,På plads,Enkeltsidet,Vinkelret,14,Ikke registreret,Offentligt,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (12.633378383682427 55.660620749566874)
cykelstativ.125,2719,0120,Amager Strandvej,0,Amager Øst,Andet,På plads,Enkeltsidet,Vinkelret,12,Ikke registreret,Offentligt,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (12.633518820998429 55.66043061373144)
cykelstativ.126,2724,0120,Amager Strandvej,0,Amager Øst,NO,På fortov,Enkeltsidet,Vinkelret,5,Ikke registreret,Offentligt,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,POINT (12.636551942589778 55.65732559573068)
cykelstativ.127,2725,0120,Amager Strandvej,0,Amager Øst,NO,På fortov,Enkeltsidet,Vinkelret,8,Ikke registreret,Offentligt,,,Digitaliseret manuelt,,2018-08-09T11:04:28.195,,,,,2,POINT (12.640704617563326 55.650487255698216)
cykelstativ.128,1985,0120,Amager Strandvej,0,Amager Øst,Andet,På fortovsudvidelse,Dobbeltsidet,Vinkelret,24,Ikke registreret,Offentligt,,,Indmålt med GPS,2002-11-27T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.633138499968288 55.660880865937514)
cykelstativ.129,1986,0120,Amager Strandvej,0,Amager Øst,Andet,På fortovsudvidelse,Dobbeltsidet,Vinkelret,24,Ikke registreret,Offentligt,,,Indmålt med GPS,2002-11-27T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.633167602532788 55.660846674304004)
cykelstativ.130,1987,0120,Amager Strandvej,0,Amager Øst,Andet,På fortovsudvidelse,Dobbeltsidet,Vinkelret,24,Ikke registreret,Offentligt,,,Indmålt med GPS,2002-11-27T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.633250994873666 55.66075159260136)
cykelstativ.131,1988,0120,Amager Strandvej,0,Amager Øst,Andet,På fortovsudvidelse,Dobbeltsidet,Vinkelret,24,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2002-11-27T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.63334397196718 55.660662519044955)
cykelstativ.132,1989,0120,Amager Strandvej,0,Amager Øst,Andet,På fortovsudvidelse,Dobbeltsidet,Vinkelret,24,Ikke registreret,Offentligt,,,Indmålt med GPS,2002-11-27T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.633424498576169 55.66056011718616)
cykelstativ.133,1990,0120,Amager Strandvej,0,Amager Øst,Andet,På fortovsudvidelse,Dobbeltsidet,Vinkelret,24,Ikke registreret,Offentligt,,,Indmålt med GPS,2002-11-27T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.63348611702103 55.660479548968425)
cykelstativ.134,2055,0120,Amager Strandvej,0,Amager Øst,Model 32,På fortovsudvidelse,Enkeltsidet,Vinkelret,32,Ikke registreret,Offentligt,,,Ikke registreret,2004-08-24T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.63651065462986 55.65739719932506)
cykelstativ.135,2057,0120,Amager Strandvej,0,Amager Øst,Model 32,På fortovsudvidelse,Enkeltsidet,Vinkelret,32,Ikke registreret,Offentligt,,,Ikke registreret,2004-08-24T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.636603275730254 55.6573053319468)
cykelstativ.431,7554,0504,Birkedommervej,,Bispebjerg,Noli,På facade,Enkeltsidet,Skråt 45 grader,6,Ikke registreret,Privat,,,Digitaliseret manuelt,2017-10-04T14:29:46.948,2018-08-09T11:04:28.195,,,,,2,POINT (12.531579613544183 55.70881851312035)
cykelstativ.136,2058,0120,Amager Strandvej,0,Amager Øst,Model 32,På fortovsudvidelse,Dobbeltsidet,Vinkelret,64,Ikke registreret,Offentligt,,,Ikke registreret,2004-08-24T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.6366463112581 55.65727024051595)
cykelstativ.137,2059,0120,Amager Strandvej,0,Amager Øst,Model 32,På fortovsudvidelse,Dobbeltsidet,Vinkelret,64,Ikke registreret,Offentligt,,,Ikke registreret,2004-08-24T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.636682770060839 55.65722644459594)
cykelstativ.138,2060,0120,Amager Strandvej,0,Amager Øst,Model 32,På fortovsudvidelse,Enkeltsidet,Vinkelret,32,Ikke registreret,Offentligt,,,Ikke registreret,2004-08-24T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.636721830205152 55.65718273538735)
cykelstativ.139,2061,0120,Amager Strandvej,0,Amager Øst,Model 32,På fortovsudvidelse,Enkeltsidet,Vinkelret,32,Ikke registreret,Offentligt,,,Ikke registreret,2004-08-24T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.63680373911433 55.65710024617898)
cykelstativ.140,2062,0120,Amager Strandvej,0,Amager Øst,Model 32,På fortovsudvidelse,Dobbeltsidet,Vinkelret,64,Ikke registreret,Offentligt,,,Ikke registreret,2004-08-24T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.636839077339149 55.65706676891395)
cykelstativ.141,2063,0120,Amager Strandvej,0,Amager Øst,Model 32,På fortovsudvidelse,Enkeltsidet,Vinkelret,32,Ikke registreret,Offentligt,,,Ikke registreret,2004-08-24T00:00:00,2018-08-09T11:04:28.195,,,,,0,POINT (12.636880151855655 55.65702778881097)
cykelstativ.142,7239,0120,Amager Strandvej,,Bispebjerg,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,20,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-02-13T12:08:50.971,2018-08-09T11:04:28.195,2013,fase2,,Bedre Cykelparkering,2,POINT (12.64136901458951 55.64883299794453)
cykelstativ.143,7265,0128,Amaliegade,,Indre By,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,14,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-02-13T12:08:50.971,2018-08-09T11:04:28.195,2013,fase2,,Bedre Cykelparkering,2,POINT (12.591302716289926 55.68181051027797)
cykelstativ.144,7264,0128,Amaliegade,,Indre By,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,14,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-02-13T12:08:50.971,2018-08-09T11:04:28.195,2013,fase2,,Bedre Cykelparkering,2,POINT (12.591470660345452 55.68176734296361)
cykelstativ.145,7560,0128,Amaliegade,,Indre By,Noli,På fortovsudvidelse,Enkeltsidet,Vinkelret,30,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-10-13T08:58:44.182,2018-08-09T11:04:28.195,17,Pulje,,,2,POINT (12.596556025848033 55.68788812537507)
cykelstativ.146,4784,0128,Amaliegade,0,Indre By,Andet,På facade,Enkeltsidet,Skråt 45 grader,2,Ikke registreret,Privat,,,Indmålt med GPS,,2018-08-09T11:04:28.195,,,,,2,POINT (12.59511237022052 55.686099458480086)
cykelstativ.147,7438,0138,Amerikakaj,,Østerbro,NO,På fortov,Dobbeltsidet,Vinkelret,24,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.506,2018-08-09T11:04:28.195,,,,,2,POINT (12.595184804235082 55.69721076121351)
cykelstativ.148,7464,0139,Amerika Plads,,Østerbro,Ikke registreret,På fortov,Dobbeltsidet,Ikke registreret,22,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,POINT (12.59472576045287 55.69881615597489)
cykelstativ.149,7451,0139,Amerika Plads,,Østerbro,Ikke registreret,På fortov,Enkeltsidet,Ikke registreret,10,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,POINT (12.593846857453814 55.69934752233946)
cykelstativ.150,7452,0139,Amerika Plads,,Østerbro,Ikke registreret,På fortov,Dobbeltsidet,Ikke registreret,30,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,POINT (12.594101668374554 55.69940234109425)
cykelstativ.151,7455,0139,Amerika Plads,,Østerbro,Ikke registreret,På fortov,Dobbeltsidet,Ikke registreret,10,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,POINT (12.59337564363958 55.698525972986815)
cykelstativ.152,7457,0139,Amerika Plads,,Østerbro,Ikke registreret,På fortov,Enkeltsidet,Ikke registreret,20,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,POINT (12.593866545255562 55.69874973937032)
cykelstativ.153,7467,0139,Amerika Plads,,Østerbro,Ikke registreret,På facade,Enkeltsidet,Ikke registreret,8,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,POINT (12.594500045592511 55.69812480923011)
cykelstativ.154,7441,0139,Amerika Plads,,Østerbro,Ikke registreret,På fortov,Dobbeltsidet,Ikke registreret,26,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,POINT (12.593255956026049 55.70043650821835)
cykelstativ.155,7444,0139,Amerika Plads,,Østerbro,Ikke registreret,På fortov,Enkeltsidet,Ikke registreret,30,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,POINT (12.595054502992305 55.70002841205479)
cykelstativ.156,7445,0139,Amerika Plads,,Østerbro,Ikke registreret,På fortov,Enkeltsidet,Ikke registreret,30,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,POINT (12.59487725343647 55.69959243695268)
cykelstativ.157,7446,0139,Amerika Plads,,Østerbro,Ikke registreret,På fortov,Enkeltsidet,Ikke registreret,20,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,POINT (12.594291672327042 55.69966972939078)
cykelstativ.158,7450,0139,Amerika Plads,,Østerbro,Ikke registreret,På fortov,Enkeltsidet,Ikke registreret,15,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,POINT (12.594301909751794 55.69939280935122)
cykelstativ.159,7458,0139,Amerika Plads,,Østerbro,Ikke registreret,Tæt på facade,Enkeltsidet,Ikke registreret,34,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,POINT (12.594209324884556 55.698844114363126)
cykelstativ.160,7453,0139,Amerika Plads,,Østerbro,Ikke registreret,Tæt på facade,Enkeltsidet,Ikke registreret,6,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,POINT (12.593782796721635 55.69925047568047)
cykelstativ.161,7466,0139,Amerika Plads,,Østerbro,Ikke registreret,Tæt på facade,Enkeltsidet,Ikke registreret,58,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,POINT (12.594740115876794 55.69943126074229)
cykelstativ.162,7465,0139,Amerika Plads,,Østerbro,Ikke registreret,Tæt på facade,Enkeltsidet,Ikke registreret,58,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,POINT (12.59465006225181 55.69915727996938)
cykelstativ.163,7462,0139,Amerika Plads,,Østerbro,Ikke registreret,Tæt på facade,Enkeltsidet,Ikke registreret,30,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,POINT (12.594447023354569 55.69857151996785)
cykelstativ.164,7463,0139,Amerika Plads,,Østerbro,Ikke registreret,Tæt på facade,Enkeltsidet,Ikke registreret,46,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,POINT (12.594359705425287 55.69829196308427)
cykelstativ.165,7449,0139,Amerika Plads,,Østerbro,Ikke registreret,Tæt på facade,Enkeltsidet,Ikke registreret,10,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,POINT (12.593908476799637 55.69948860659728)
cykelstativ.166,7448,0139,Amerika Plads,,Østerbro,Ikke registreret,Tæt på facade,Enkeltsidet,Ikke registreret,21,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,POINT (12.593310678602187 55.699619700683236)
cykelstativ.167,7447,0139,Amerika Plads,,Østerbro,Ikke registreret,Tæt på facade,Enkeltsidet,Ikke registreret,6,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,POINT (12.5939921169022 55.69958691139977)
cykelstativ.168,7443,0139,Amerika Plads,,Østerbro,Ikke registreret,Tæt på facade,Enkeltsidet,Ikke registreret,15,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,POINT (12.594159323472018 55.70010044526731)
cykelstativ.169,7439,0139,Amerika Plads,,Østerbro,Ikke registreret,På facade,Enkeltsidet,Ikke registreret,20,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,POINT (12.594555376462187 55.70035080355884)
cykelstativ.170,7442,0139,Amerika Plads,,Østerbro,Ikke registreret,Tæt på facade,Enkeltsidet,Ikke registreret,16,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,POINT (12.59373687221049 55.70037478843138)
cykelstativ.171,7440,0139,Amerika Plads,,Østerbro,Ikke registreret,Tæt på facade,Enkeltsidet,Ikke registreret,12,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,POINT (12.593253774224497 55.7004127571787)
cykelstativ.172,7460,0139,Amerika Plads,,Østerbro,Ikke registreret,Tæt på facade,Enkeltsidet,Ikke registreret,15,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,POINT (12.594355224617583 55.69898456051957)
cykelstativ.173,7461,0139,Amerika Plads,,Østerbro,Ikke registreret,Tæt på facade,Enkeltsidet,Ikke registreret,15,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,POINT (12.594119764381825 55.698328305265235)
cykelstativ.174,7459,0139,Amerika Plads,,Østerbro,Ikke registreret,På fortov,Enkeltsidet,Ikke registreret,12,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,POINT (12.594165102865743 55.69906890458851)
cykelstativ.175,7454,0139,Amerika Plads,,Østerbro,Ikke registreret,På facade,Enkeltsidet,Ikke registreret,12,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,POINT (12.59334017954952 55.69856365040392)
cykelstativ.176,7456,0139,Amerika Plads,,Østerbro,Ikke registreret,På facade,Enkeltsidet,Ikke registreret,18,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,POINT (12.593376361316283 55.69849847315661)
cykelstativ.177,7468,0139,Amerika Plads,,Østerbro,Ikke registreret,På fortov,Enkeltsidet,Ikke registreret,15,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,POINT (12.593872941159276 55.69828973988308)
cykelstativ.178,7469,0139,Amerika Plads,,Østerbro,Ikke registreret,På fortov,Dobbeltsidet,Ikke registreret,30,Ikke registreret,Ikke registreret,,,Digitaliseret manuelt,2017-06-07T14:37:28.505,2018-08-09T11:04:28.195,,,,,2,POINT (12.593532412442155 55.69804324868588)
cykelstativ.179,7181,0140,Amerikavej,,Vesterbro-Kongens Enghave,Ikke registreret,Ikke registreret,Ikke registreret,Ikke registreret,8,Ikke registreret,Offentligt,,,Digitaliseret manuelt,2017-02-13T12:08:50.971,2018-08-09T11:04:28.195,2013,fase2,,Bedre Cykelparkering,2,POINT (12.541387898218654 55.66994014329047)
